"stock_code","monetary_gross","monetary_net"
"85113",617.10,617.10
"85114A",2779.73,2779.73
"85114B",4853.17,4849.87
"85114C",4201.75,4201.75
"85115B",62.49,62.49
"85116",3272.82,3209.82
"85117",695.19,695.19
"85118",1195.21,1096.54
"85119",570.84,543.80
"85121B",1363.48,1269.98
"85121C",1115.32,1098.32
"85123A",275134.10,265729.30
"85123B",12.08,12.08
"85124A",1331.71,1311.31
"85124B",1069.55,1054.25
"85124C",1298.19,1282.89
"85125",1736.07,1716.27
"85126",1177.72,1110.22
"85127",2738.24,2713.49
"85128",195.81,195.81
"85129A",603.32,588.32
"85129B",372.14,372.14
"85129C",556.61,556.61
"85129D",1536.77,1535.52
"85130A",1272.58,1272.58
"85130B",1031.61,1031.61
"85130C",767.92,767.92
"85130D",1093.42,1093.42
"85131A",2178.03,2165.51
"85131B",1251.30,1251.30
"85131C",432.96,432.96
"85131D",1895.73,1895.73
"85132A",6677.75,6644.00
"85132B",3153.39,3133.49
"85132C",6886.55,6807.15
"85135A",904.98,873.18
"85135B",1673.92,1658.02
"85135C",1816.99,1801.09
"85136A",1535.01,1527.06
"85136B",557.99,550.04
"85136C",1909.63,1781.39
"85141",1305.48,1243.43
"85142",607.66,599.71
"85144",1046.85,1032.35
"85145",809.05,770.80
"85146",634.51,634.51
"85147",301.95,292.05
"85150",21627.46,21562.51
"85151",55.00,55.00
"85152",32351.47,32159.96
"85157",25.44,25.44
"85159A",1686.76,1585.31
"85159B",1796.90,1704.01
"85160A",1922.38,1360.78
"85160B",1162.79,771.38
"85161",1230.05,1192.15
"85162A",1256.79,1226.48
"85162B",1905.15,1905.15
"85162C",1908.30,1908.30
"85163A",1343.69,1343.69
"85163B",1897.72,1884.97
"85164B",2567.69,2554.94
"85165",1586.32,1586.32
"85166A",197.80,194.05
"85166B",929.45,929.45
"85167A",414.10,333.10
"85167B",1494.28,1494.28
"85168A",218.90,218.90
"85168B",955.67,955.67
"85169A",1772.57,1742.57
"85169B",715.58,715.58
"85169C",703.67,673.67
"85169D",793.98,791.48
"85170A",1791.80,1740.28
"85170B",639.04,622.24
"85170C",1370.23,1368.13
"85170D",1820.53,1808.33
"85171",2.55,2.55
"85172",2860.60,2795.92
"85173",2088.87,2076.12
"85174",8780.10,8167.50
"85175",7084.40,6835.58
"85176",2710.50,2697.32
"85177",1587.45,1586.60
"85178",6271.50,5933.65
"85179A",764.39,750.44
"85179B",1113.12,1113.12
"85179C",387.45,387.45
"85180A",1895.31,1825.56
"85180B",1317.69,1317.69
"85183A",2356.75,2338.00
"85183B",2880.02,2748.77
"85184B",41.30,38.35
"85184C",5737.04,5737.04
"85184D",4660.24,2995.32
"85185B",2107.42,2104.47
"85185C",182.90,182.90
"85185D",788.62,788.62
"85185E",11.80,6.70
"85185F",115.05,115.05
"85186A",824.90,819.86
"85186B",5.88,5.88
"85186C",821.20,792.64
"85187",908.01,908.01
"85188A",884.66,861.71
"85188B",753.11,712.31
"85189",1027.01,976.01
"85190",131.87,126.77
"85192S",1.95,1.95
"85194L",1721.37,1693.32
"85194S",995.12,976.73
"85195",273.74,271.64
"85196",878.12,864.92
"85197",963.66,963.66
"85198",1517.76,1517.76
"85199L",2477.81,2460.26
"85199S",3355.57,3345.49
"85200",1384.23,1354.23
"85202",828.72,818.64
"85203",877.32,877.32
"85204",557.18,557.06
"85205A",168.30,168.30
"85205B",790.51,790.51
"85206A",4529.62,4513.12
"85206B",2651.30,2608.40
"85208",971.94,971.94
"85211",556.83,550.30
"85212",1202.50,1202.50
"85213",988.42,987.57
"85214",1081.11,1081.11
"85215",802.79,802.79
"85216",2564.06,2532.21
"85217",2211.79,2149.39
"85218",625.20,620.85
"85220",6875.00,3229.35
"85221",1703.33,1547.41
"85222",1623.96,1621.21
"85224",1190.78,1190.78
"85225",22.50,22.50
"85226A",1016.64,991.89
"85226C",583.42,583.42
"85227",3587.90,3562.40
"85230A",497.04,497.04
"85230B",568.29,568.29
"85230C",6.96,6.96
"85230D",6.96,6.96
"85230E",635.37,635.37
"85230F",726.28,726.28
"85230G",425.76,411.84
"85231B",2187.28,2177.93
"85231E",732.23,722.03
"85231G",1412.18,1393.48
"85231L",866.00,866.00
"85232A",2096.79,1938.39
"85232B",17224.20,15721.45
"85232C",4.95,4.95
"85232D",4294.71,4230.36
"90000A",249.21,249.21
"90000B",271.28,259.38
"90000C",18.69,18.69
"90000D",478.75,478.75
"90001A",76.20,76.20
"90001B",80.49,71.99
"90001C",67.90,67.90
"90001D",101.92,101.92
"90002A",135.00,135.00
"90002B",97.98,97.98
"90002C",155.01,147.51
"90002D",415.23,407.73
"90002E",79.29,68.04
"90003B",241.62,215.37
"90003C",289.33,263.08
"90003D",321.09,294.84
"90003E",203.12,188.12
"90004A",3.75,3.75
"90005A",363.54,363.54
"90010A",616.70,563.00
"90010B",753.29,744.34
"90010E",723.35,687.55
"90011A",82.66,82.66
"90011B",91.57,91.57
"90011C",52.96,52.96
"90011D",29.50,29.50
"90011E",44.27,44.27
"90012A",125.16,125.16
"90012B",126.45,126.45
"90013A",714.79,684.79
"90013B",782.84,782.84
"90013C",575.85,568.35
"90013D",228.72,228.72
"90013E",17.14,17.14
"90014A",701.82,701.82
"90014B",492.37,492.37
"90014C",347.51,347.51
"90016A",266.97,266.97
"90016B",437.28,437.28
"90016C",237.14,237.14
"90018A",493.73,489.48
"90018B",261.24,261.24
"90018C",177.52,173.27
"90019A",550.78,550.78
"90019B",282.79,282.79
"90019C",377.26,377.26
"90020",101.46,101.46
"90021",59.75,59.75
"90022",249.34,226.84
"90023",174.23,174.23
"90024A",42.50,42.50
"90024B",347.98,330.98
"90024C",135.96,135.96
"90024D",144.50,144.50
"90024E",169.96,169.96
"90024F",109.72,109.72
"90025A",7.50,7.50
"90025B",18.83,18.83
"90025C",37.62,37.62
"90025D",29.88,29.88
"90025E",41.75,41.75
"90025F",52.96,52.96
"90026A",118.94,118.94
"90026B",76.14,76.14
"90026C",76.14,76.14
"90026D",85.00,85.00
"90027A",35.34,35.34
"90027B",55.91,55.91
"90027C",70.54,70.54
"90027D",108.96,108.96
"90028",413.08,413.08
"90029",211.78,194.78
"90030A",125.77,125.77
"90030B",392.86,392.86
"90030C",186.95,186.95
"90031",95.80,95.80
"90032",290.59,290.59
"90033",99.01,99.01
"90034",81.06,81.06
"90035A",332.35,332.35
"90035B",380.89,380.89
"90035C",301.00,301.00
"90036A",264.57,264.57
"90036B",151.05,151.05
"90036C",318.76,318.76
"90036D",334.28,334.28
"90036E",574.64,574.64
"90036F",280.99,280.99
"90037A",86.72,86.72
"90037B",83.69,83.69
"90037C",88.81,88.81
"90037D",56.44,56.44
"90038A",204.10,204.10
"90038B",120.88,120.88
"90038C",94.17,94.17
"90039A",48.97,48.97
"90039B",109.23,109.23
"90039C",120.80,120.80
"90039D",242.82,242.82
"90040A",333.60,323.10
"90040B",350.94,350.94
"90040C",192.00,181.50
"90040D",206.74,206.74
"90041",40.84,40.84
"90042A",252.73,252.73
"90042B",48.45,48.45
"90042C",211.17,211.17
"90043",54.51,54.51
"90046",64.35,54.45
"90048",174.23,124.73
"90049",124.41,89.76
"90050",98.62,84.72
"90051",162.79,162.79
"90052",78.31,78.31
"90053",50.46,50.46
"90054",80.94,80.94
"90055",48.01,48.01
"90056",351.38,351.38
"90057",2690.88,2690.88
"90058A",218.88,205.20
"90058B",509.46,495.78
"90059A",284.26,274.36
"90059B",64.99,55.09
"90059C",96.76,86.86
"90059D",170.58,160.68
"90059E",141.97,132.07
"90059F",125.09,115.19
"90060B",35.70,35.70
"90060C",41.65,41.65
"90060D",77.35,77.35
"90060F",231.13,231.13
"90062",3752.34,3688.59
"90063A",203.96,203.96
"90063B",212.84,212.84
"90064A",117.03,117.03
"90064B",93.75,90.00
"90065A",246.17,231.73
"90065B",255.74,255.74
"90066A",33.75,33.75
"90067A",120.73,120.73
"90067B",58.84,58.84
"90068",30.00,30.00
"90069",82.50,82.50
"90070",550.15,496.60
"90071",215.48,215.48
"90072",285.12,285.12
"90073",391.78,391.78
"90074",83.43,83.43
"90075",148.56,148.56
"90076",50.70,48.15
"90077",26.25,26.25
"90078",75.28,75.28
"90079",160.04,160.04
"90081A",248.00,248.00
"90081B",39.60,39.60
"90081C",367.29,367.29
"90082A",440.72,440.72
"90082B",374.65,374.65
"90082C",33.51,33.51
"90082D",801.65,788.95
"90083",61.22,61.22
"90084",54.40,44.20
"90085",298.61,222.11
"90086",227.25,227.25
"90087",307.36,264.86
"90088",89.25,68.00
"90089",117.58,117.58
"90090",236.14,204.69
"90091",2.55,2.55
"90092",97.67,74.72
"90093",180.24,157.29
"90094",288.54,288.54
"90095",27.97,27.97
"90096",408.17,408.17
"90098",452.11,436.81
"90099",185.43,185.43
"90100",96.90,96.90
"90101",218.97,203.67
"90102",17.77,17.77
"90103",191.10,191.10
"90104",167.77,167.77
"90108",145.61,135.11
"90111",7.35,7.35
"90112",109.00,109.00
"90114",814.16,814.16
"90115",478.87,478.87
"90116",376.68,376.68
"90118",194.38,179.08
"90119",319.97,319.97
"90120A",502.36,502.36
"90120B",577.38,577.38
"90120C",665.39,665.39
"90120D",690.01,690.01
"90121B",80.75,68.00
"90122A",369.58,369.58
"90122B",289.68,289.68
"90122C",350.10,350.10
"90123A",219.89,219.89
"90123B",166.58,166.58
"90123C",178.70,178.70
"90123D",207.93,207.93
"90124A",339.86,339.86
"90124B",583.36,583.36
"90124C",301.12,301.12
"90125A",208.94,183.74
"90125B",109.04,109.04
"90125C",107.90,107.90
"90125D",323.28,323.28
"90125E",84.18,84.18
"90126A",43.86,43.86
"90126B",16.96,16.96
"90126C",55.47,55.47
"90127A",24.84,24.84
"90127B",2.50,2.50
"90128A",71.17,71.17
"90128B",26.27,26.27
"90128C",32.58,32.58
"90128D",38.73,38.73
"90129A",487.51,487.51
"90129B",468.15,468.15
"90129C",339.26,339.26
"90129D",213.99,213.99
"90129E",417.13,417.13
"90129F",263.27,263.27
"90130A",111.92,111.92
"90130B",331.93,331.93
"90130C",141.34,141.34
"90130D",58.92,58.92
"90131",76.69,76.69
"90132",71.26,71.26
"90133",383.82,383.82
"90134",706.44,706.44
"90135",59.80,59.80
"90135A",64.69,64.69
"90136",51.09,51.09
"90137",170.99,170.99
"90138",196.83,196.83
"90139",211.73,211.73
"90140",98.30,98.30
"90141A",175.25,175.25
"90141B",100.18,100.18
"90141C",132.73,132.73
"90141D",57.81,57.81
"90141E",65.47,65.47
"90142A",50.90,50.90
"90142B",10.18,10.18
"90142C",10.18,10.18
"90142D",59.68,59.68
"90143",798.26,745.76
"90144",282.65,282.65
"90145",614.22,614.22
"90146",324.23,309.23
"90147",1148.55,1108.75
"90148",369.21,356.46
"90149",425.24,425.24
"90150",105.00,105.00
"90151",153.34,153.34
"90152A",56.88,56.88
"90152B",40.77,40.77
"90152C",41.65,41.65
"90154",448.60,448.60
"90155",294.82,294.82
"90156",185.64,185.64
"90157",308.76,308.76
"90158",663.74,663.74
"90159",213.81,213.81
"90160A",419.22,370.57
"90160B",569.29,569.29
"90160C",791.05,791.05
"90160D",578.89,571.94
"90161A",506.87,506.87
"90161B",1037.67,1037.67
"90161C",1197.77,1197.77
"90161D",1011.19,1011.19
"90162A",91.45,91.45
"90162B",165.20,162.25
"90162C",123.90,123.90
"90162D",94.40,94.40
"90163A",471.42,471.42
"90163B",166.90,166.90
"90164A",375.43,375.43
"90164B",645.18,645.18
"90165A",182.38,182.38
"90165B",212.30,212.30
"90166",257.73,249.23
"90167",1934.48,1716.92
"90168",194.42,176.72
"90169",162.04,146.74
"90170",388.61,368.81
"90171",105.55,105.55
"90173",504.53,497.03
"90174",211.44,180.84
"90175A",1317.80,1246.20
"90175B",517.90,500.00
"90175C",361.60,361.60
"90175D",805.04,805.04
"90176A",114.26,106.76
"90176B",52.74,52.74
"90176C",94.00,79.00
"90176D",90.62,83.12
"90176E",37.46,37.46
"90177A",90.73,73.03
"90177B",138.51,138.51
"90177C",170.86,153.16
"90177D",180.07,162.37
"90177E",141.82,124.12
"90178A",393.87,393.87
"90178B",215.52,215.52
"90179A",94.40,94.40
"90179B",88.97,88.97
"90179C",166.06,154.16
"90180A",487.03,467.13
"90180B",220.46,220.46
"90181A",230.43,230.43
"90181B",462.54,462.54
"90181C",93.86,93.86
"90182A",52.32,52.32
"90182B",35.06,35.06
"90182C",87.88,70.18
"90183A",234.60,216.90
"90183B",163.86,163.86
"90183C",76.14,76.14
"90184A",502.09,502.09
"90184B",839.26,812.41
"90184C",892.48,892.48
"90185A",313.58,258.33
"90185B",381.86,301.11
"90185C",327.17,203.92
"90185D",382.66,369.91
"90186A",265.86,265.86
"90186B",230.32,230.32
"90187A",47.38,47.38
"90187B",121.10,121.10
"90188",109.35,109.35
"90189A",105.28,105.28
"90189B",22.50,22.50
"90190A",206.08,206.08
"90190B",164.86,164.86
"90190C",238.09,238.09
"90191",443.80,443.80
"90192",651.26,641.36
"90194",165.43,165.43
"90195A",761.95,717.20
"90195B",524.63,488.83
"90196A",267.75,255.00
"90196B",292.71,292.71
"90197B",615.34,615.34
"90197D",44.55,44.55
"90198A",904.36,904.36
"90198B",522.55,522.55
"90199A",183.75,171.05
"90199B",349.27,349.27
"90199C",616.68,610.33
"90199D",183.31,183.31
"90200A",997.88,980.88
"90200B",951.65,934.65
"90200C",1184.01,1167.01
"90200D",1910.77,1898.02
"90200E",1037.44,969.44
"90201A",497.23,485.43
"90201B",592.97,554.62
"90201C",439.33,421.63
"90201D",537.89,537.89
"90202A",158.20,140.50
"90202B",114.43,96.73
"90202C",156.37,138.67
"90202D",206.28,188.58
"90203",618.54,611.04
"90204",276.62,263.22
"90205A",100.52,100.52
"90205C",175.92,175.92
"90206A",109.70,109.70
"90206C",701.27,701.27
"90208",555.26,539.96
"90209A",325.50,306.60
"90209B",1007.72,1007.72
"90209C",899.92,887.32
"90210A",234.98,234.98
"90210B",252.83,252.83
"90210C",201.17,201.17
"90210D",266.81,266.81
"90211A",279.59,279.59
"90211B",321.22,309.32
"90212B",220.14,220.14
"90212C",63.75,63.75
"90214A",291.59,284.09
"90214B",97.43,97.43
"90214C",207.52,200.02
"90214D",123.43,123.43
"90214E",183.81,176.31
"90214F",48.79,48.79
"90214G",124.11,115.36
"90214H",105.40,105.40
"90214I",79.48,71.98
"90214J",233.21,225.71
"90214K",204.55,203.30
"90214L",224.18,214.18
"90214M",192.41,192.41
"90214N",104.03,104.03
"90214O",35.61,35.61
"90214P",84.68,77.18
"90214R",134.94,134.94
"90214S",247.93,240.43
"90214T",68.91,68.91
"90214U",4.73,4.73
"90214V",43.23,43.23
"90214W",14.36,14.36
"90214Y",29.53,29.53
"90214Z",33.25,33.25
